Item ID,X,Y,Z
BP_WAT1_C_UAID_04421A9713F0C46101_1282102099,-158423.0,-55812.0,954.0
BP_WAT133,-263369.125,-42597.73046875,2114.7236328125
BP_WAT17_30,-164657.0,21770.310546875,21901.20703125
BP_WAT147,-228736.453125,48227.64453125,14435.0595703125
BP_WAT12_25,-164980.90625,40623.203125,17845.29296875
BP_WAT19_39,-106650.2578125,-1537.1640625,24246.947265625
BP_WAT1_C_UAID_04421A9713F023A401_1359406508,-168309.6875,63731.40625,11052.7236328125
BP_WAT137,-128378.703125,73566.5078125,4949.65087890625
BP_WAT1_C_UAID_04421A9713F024A401_1924847685,-154838.0,91683.0,21293.0
BP_WAT1_C_UAID_04421A9713F05F6901_1130070767,-233103.0,102345.0,-14.0
BP_WAT1_C_UAID_04421A9713F022A401_1406932331,-139509.0,139430.0,15453.0
BP_WAT138,-112842.7734375,200646.296875,6687.0185546875
BP_WAT18,-95236.96875,184737.703125,2787.7216796875
BP_WAT13_3,-62127.30859375,278743.09375,-800.6700439453125
BP_WAT19,-68180.8203125,304184.5,-6019.46630859375
BP_WAT110,-25118.654296875,267763.21875,-11490.32421875
BP_WAT17_7,38424.98046875,275787.125,185.8475799560547
BP_WAT92,60540.625,231749.3125,-3434.06591796875
BP_WAT11_1,-50928.3984375,220008.609375,-3797.963134765625
BP_WAT100_3119,41149.625,173525.421875,1546.079833984375
BP_WAT12_3,121433.3203125,192946.40625,-5000.52001953125
BP_WAT11_0,170052.140625,232325.1875,-8566.578125
BP_WAT14_5,135358.328125,263050.84375,5220.626953125
BP_WAT16_7,204083.1875,195093.46875,17625.857421875
BP_WAT15_6,194968.078125,199950.09375,-4851.64599609375
BP_WAT17_8,161888.28125,158080.265625,10189.1318359375
BP_WAT2_C_24,216781.734375,145682.171875,7984.388671875
BP_WAT1_C_15,232575.21875,135845.984375,-11330.91796875
BP_WAT1_2,182498.234375,107567.765625,12254.0
BP_WAT12_16,151406.125,96198.375,25683.361328125
BP_WAT1_C_UAID_04421A9713F0416401_2093804204,212099.78125,111434.625,-5163.43408203125
BP_WAT2_C_22,249320.0,148540.0,14872.0
BP_WAT1_C_16,273060.78125,81578.703125,-1571.0120849609375
BP_WAT1_C_18,218362.46875,53798.953125,-1361.8114013671875
BP_WAT12_1,178589.796875,57809.18359375,4282.29443359375
BP_WAT1_C_UAID_04421A9713F0F27A01_1137768619,189071.0,7849.0,19716.0
BP_WAT41_6362,159440.53125,-10152.38671875,20169.61328125
BP_WAT2_C_UAID_04421A9713F0F27A01_1759969627,148750.0,37026.0,10848.0
BP_WAT1_C_UAID_04421A9713F0E57A01_1732622300,143591.15625,20011.0,14860.890625
BP_WAT1_C_UAID_04421A9713F0F57A01_1575931164,147900.40625,66474.796875,-211.84173583984375
BP_WAT1_C_UAID_04421A9713F0F37A01_1079321804,138397.0,61287.0,20000.0
BP_WAT1_C_10,127614.15625,-46788.09375,13045.7548828125
BP_WAT1_C_5,78248.8203125,-45687.26953125,6508.71044921875
BP_WAT1_C_6,44935.87890625,-12094.7353515625,23272.84375
BP_WAT1_C_4,16984.89453125,-65298.7734375,10249.3095703125
BP_WAT1_C_0,-340.640625,-52405.43359375,13702.3154296875
BP_WAT19_14,-9338.6201171875,192.09397888183594,24136.544921875
BP_WAT14_2,-23497.416015625,-37126.64453125,12691.1708984375
BP_WAT14_UAID_04421A9713F0E56401_1503060069,-46914.44140625,-20742.03515625,18663.11328125
BP_WAT134,-98596.734375,-72561.75,7321.37646484375
BP_WAT15_13,-16097.1484375,29430.150390625,24677.744140625
BP_WAT13_5,-68106.75,15570.2421875,22881.126953125
BP_WAT110_47,-44104.06640625,31121.75,23611.197265625
BP_WAT25_382,-57955.10546875,128067.7421875,5069.8251953125
BP_WAT11_35,-29456.3359375,81319.953125,21328.41796875
BP_WAT11_2,24129.115234375,74258.765625,22864.162109375
BP_WAT14_26,46215.8671875,30078.55078125,21985.072265625
BP_WAT1_C_UAID_04421A9713F0E87A01_1449703843,63364.3671875,29487.0,22997.9453125
BP_WAT1_C_UAID_04421A9713F0EE7A01_1306830904,96387.0859375,30292.0,18323.51171875
BP_WAT13_17,127042.6015625,81369.765625,17596.953125
BP_WAT14_18,21814.447265625,126437.8359375,13875.861328125
