Item ID,Item Type,Amount,X,Y,Z,Closest POI,Accessible
FGItemPickup_Spawnable90,Wire,427,192629.5938,36650.62891,-1725.291992,BP_DropPod4_4,1
FGItemPickup_Spawnable95,Motor,12,216726.3594,473.6914063,-1705.328125,BP_DropPod7,1
FGItemPickup_Spawnable98,Computer,15,217330.5156,972.5546875,-1619.211426,BP_DropPod7,1
FGItemPickup_Spawnable91,AluminumPlateReinforced,15,216127.6406,408.1601563,-1655.06897,BP_DropPod7,1
FGItemPickup_Spawnable99,AluminumPlateReinforced,5,216100.125,-1539.230469,-1666.547607,BP_DropPod7,1
FGItemPickup_Spawnable94,CircuitBoardHighSpeed,8,215546.3906,-783.1992188,-1613.023071,BP_DropPod7,1
FGItemPickup_Spawnable96,IronScrew,346,216432.3594,-1224.894531,-1640.351074,BP_DropPod7,1
FGItemPickup_Spawnable97,AluminumPlateReinforced,19,216328.1563,-739.9101563,-1665.081177,BP_DropPod7,1
FGItemPickup_Spawnable85,Wire,444,190326.8281,38610.57031,5877.317383,BP_DropPod4_4,1
FGItemPickup_Spawnable83,Wire,325,198018.0469,45470.07031,-1199.013672,BP_DropPod4_4,1
FGItemPickup_Spawnable86,Wire,392,192579.3594,39011.65234,987.7270508,BP_DropPod4_4,1
FGItemPickup_Spawnable88,ModularFrame,9,194329.1406,39700.07031,-1652.1875,BP_DropPod4_4,1
FGItemPickup_Spawnable84,Cable,24,193007.2188,39675.75391,-1620.845215,BP_DropPod4_4,1
FGItemPickup_Spawnable_114,ModularFrame,15,144496.9219,32961.73438,15528.97754,BP_DropPod4_8033,1
FGItemPickup_Spawnable_116,Cable,96,145004.3125,34188.76172,15467.82617,BP_DropPod4_8033,1
FGItemPickup_Spawnable_115,Cable,24,145711.8281,34515.22656,15408.1709,BP_DropPod4_8033,1
FGItemPickup_Spawnable_119,IronPlateReinforced,21,144484.375,35853.07813,17131.02148,BP_DropPod4_8033,1
FGItemPickup_Spawnable_117,Motor,13,145058.125,32417.65625,15524.80469,BP_DropPod4_8033,1
FGItemPickup_Spawnable_118,IronScrew,72,146334.5156,34560.14844,15400.68457,BP_DropPod4_8033,1
FGItemPickup_Spawnable_109,AluminumPlateReinforced,9,150406.6875,147653.0313,7555.647461,BP_DropPod_C_2,1
FGItemPickup_Spawnable_121,IronScrew,146,150304.4531,148768.1094,7360.413574,BP_DropPod_C_2,1
FGItemPickup_Spawnable_110,Cable,87,151336.2344,147603.9219,7577.341797,BP_DropPod_C_2,1
FGItemPickup_Spawnable_111,ModularFrame,7,149745.125,146861.4219,7678.379883,BP_DropPod_C_2,1
FGItemPickup_Spawnable_112,Motor,12,151317.8438,146695.0625,7678.463379,BP_DropPod_C_2,1
FGItemPickup_Spawnable_113,IronPlateReinforced,21,151462.4219,147162.25,7632.163574,BP_DropPod_C_2,1
FGItemPickup_Spawnable_423,HighSpeedConnector,20,348902.9375,-39599.61719,-1616.180786,BP_DropPod5_9,1
FGItemPickup_Spawnable_422,ModularFrameHeavy,13,349129.8438,-39637.61719,-1606.269775,BP_DropPod5_9,1
FGItemPickup_Spawnable_426,IronPlateReinforced,17,347288.6563,-39441.56641,-1760.630859,BP_DropPod5_9,1
FGItemPickup_Spawnable_424,IronScrew,450,349642.9688,-39581.72266,-1588.132568,BP_DropPod5_9,1
FGItemPickup_Spawnable_425,SteelPlateReinforced,11,349924.9688,-40400.71484,-1651.579468,BP_DropPod5_9,1
FGItemPickup_Spawnable377,ModularFrameHeavy,13,348181.9688,-38258.77344,-1671.869141,BP_DropPod5_9,1
FGItemPickup_Spawnable_289,ModularFrame,11,-40177.77734,64030.92188,25802.11719,BP_DropPod3_11,1
FGItemPickup_Spawnable_292,Computer,17,-39661.32813,63608.25,25834.75195,BP_DropPod3_11,1
FGItemPickup_Spawnable_294,SteelPlateReinforced,21,-40427.36719,62198.91016,25992.40234,BP_DropPod3_11,1
FGItemPickup_Spawnable_291,Wire,332,-40575.125,63121.19922,25892.12695,BP_DropPod3_11,1
FGItemPickup_Spawnable_290,ModularFrame,7,-41399.78906,63711.11328,25820.67773,BP_DropPod3_11,1
FGItemPickup_Spawnable_293,Motor,13,-42224.88281,63070.08594,25885.61719,BP_DropPod3_11,1
FGItemPickup_Spawnable_288,Computer,21,-40917.46875,64804.58984,25682.99805,BP_DropPod3_11,1
FGItemPickup_Spawnable_395,ModularFrame,9,206817.2031,-68625.07813,3733.055664,BP_DropPod2_1,1
FGItemPickup_Spawnable_390,Wire,437,206632.2344,-67634.17969,3810.638184,BP_DropPod2_1,1
FGItemPickup_Spawnable_393,Wire,201,206024.7969,-69953.76563,2795.490967,BP_DropPod2_1,1
FGItemPickup_Spawnable_394,ModularFrame,15,207814.3281,-69020.21875,3717.088379,BP_DropPod2_1,1
FGItemPickup_Spawnable_391,Motor,9,207367.6406,-67547.02344,3819.111816,BP_DropPod2_1,1
FGItemPickup_Spawnable_392,SteelPlateReinforced,15,204777.4063,-69973,2579.380127,BP_DropPod2_1,1
FGItemPickup_Spawnable_44,ModularFrame,12,-156244.1719,-66537.94531,12016.2168,BP_DropPod_1145,1
FGItemPickup_Spawnable_40,CircuitBoard,12,-156933.2188,-64972.19922,12088.23145,BP_DropPod_1145,1
FGItemPickup_Spawnable_42,ModularFrame,12,-155906.2656,-65012.72656,12093.22852,BP_DropPod_1145,1
FGItemPickup_Spawnable_31,Computer,7,-156688.8125,-63560.84766,12114.99707,BP_DropPod_1145,1
FGItemPickup_Spawnable391,ModularFrame,20,67764.03125,-14897.53516,13123.56152,BP_DropPod20,1
FGItemPickup_Spawnable390,Cable,76,66563.28125,-14587.85156,13272.03613,BP_DropPod20,0
FGItemPickup_Spawnable386,CircuitBoard,12,67075.28906,-12815.00781,13335.38086,BP_DropPod20,1
FGItemPickup_Spawnable388,ModularFrame,12,68288.85938,-13427.9375,13261.27832,BP_DropPod20,1
FGItemPickup_Spawnable389,IronScrew,357,65918.75,-13231.03516,13321.375,BP_DropPod20,1
FGItemPickup_Spawnable387,IronPlateReinforced,20,67368.46875,-14421.03125,13267.80078,BP_DropPod20,1
FGItemPickup_Spawnable378,IronScrew,357,55558.06641,-51036.23047,13898.11914,BP_DropPod13,1
FGItemPickup_Spawnable379,Wire,336,56590.33203,-50121.00781,13741.12207,BP_DropPod13,1
FGItemPickup_Spawnable384,ModularFrame,7,54671.06641,-50960.13281,13856.75293,BP_DropPod13,1
FGItemPickup_Spawnable108,CircuitBoard,10,56129.52734,-50151.35156,13758.75,BP_DropPod13,1
FGItemPickup_Spawnable380,ModularFrame,9,56803.28125,-50887.96094,13836.42188,BP_DropPod13,1
FGItemPickup_Spawnable304,ModularFrameHeavy,13,260166.9688,124587.8516,-2777.344727,BP_DropPod8,1
FGItemPickup_Spawnable309,Motor,11,261736.1563,123712.0625,-2775.123779,BP_DropPod8,0
FGItemPickup_Spawnable303,ComputerSuper,11,262193.7188,124814.5781,-2713.397705,BP_DropPod8,1
FGItemPickup_Spawnable302,CircuitBoardHighSpeed,13,261179.0469,124802.1406,-2777.343994,BP_DropPod8,1
FGItemPickup_Spawnable308,CircuitBoard,12,259236.8594,123894.6641,-2777.344727,BP_DropPod8,1
FGItemPickup_Spawnable307,CircuitBoard,19,260371.3906,123623.4922,-2778.669434,BP_DropPod8,0
FGItemPickup_Spawnable306,ModularFrameHeavy,18,258280.1094,124934.8438,-2781.594238,BP_DropPod8,1
FGItemPickup_Spawnable305,IronPlateReinforced,19,259964.6406,125291.9766,-2778.943848,BP_DropPod8,0
FGItemPickup_Spawnable288,Wire,222,175828.0469,243234.3906,-9810.514648,BP_DropPod1_8,1
FGItemPickup_Spawnable289,Computer,7,177267.5,243277.4688,-9676.199219,BP_DropPod1_8,1
FGItemPickup_Spawnable290,IronPlateReinforced,15,175180.4375,243729.4688,-9790.040039,BP_DropPod1_8,1
FGItemPickup_Spawnable291,SteelPlateReinforced,15,177138.6875,243035.9688,-9703.827148,BP_DropPod1_8,1
FGItemPickup_Spawnable287,AluminumPlateReinforced,5,177000.7813,242714.2031,-9722.714844,BP_DropPod1_8,1
FGItemPickup_Spawnable284,Wire,344,185256.7969,223715.9063,-3946.54834,BP_DropPod2_11,0
FGItemPickup_Spawnable286,Cable,72,185571.6094,221613.1563,-3564.143799,BP_DropPod2_11,1
FGItemPickup_Spawnable282,IronPlateReinforced,9,185714.5156,222854.6875,-3540.82959,BP_DropPod2_11,0
FGItemPickup_Spawnable283,ModularFrame,9,187018.2813,222832.0938,-3280.507568,BP_DropPod2_11,1
FGItemPickup_Spawnable281,IronScrew,192,184356.0313,221502.2813,-3815.604492,BP_DropPod2_11,1
FGItemPickup_Spawnable285,ModularFrame,12,185355.3281,223475.7031,-3857.445557,BP_DropPod2_11,0
FGItemPickup_Spawnable_364,Wire,200,291122.3438,1481.511719,865.1483765,BP_DropPod1_1,1
FGItemPickup_Spawnable_363,Cable,54,293088.5625,1890.277344,771.2305908,BP_DropPod1_1,1
FGItemPickup_Spawnable_367,ModularFrame,9,291832.5938,764.9023438,779.6865845,BP_DropPod1_1,1
FGItemPickup_Spawnable_362,Cable,68,292980.2813,712.5742188,789.5715942,BP_DropPod1_1,1
FGItemPickup_Spawnable_366,CircuitBoard,15,293123.5625,1471.800781,791.0423584,BP_DropPod1_1,1
FGItemPickup_Spawnable_84,Cable,51,27355.22852,194206.7188,17065.20703,BP_DropPod3_5,1
FGItemPickup_Spawnable_83,Wire,231,27928.31445,194827.4219,17060.6875,BP_DropPod3_5,1
FGItemPickup_Spawnable176,ModularFrame,9,26611.44922,195720.9063,16931.37891,BP_DropPod3_5,1
FGItemPickup_Spawnable_86,IronPlateReinforced,6,27710.73633,192925.5625,17222.97656,BP_DropPod3_5,1
FGItemPickup_Spawnable_85,SteelPlateReinforced,15,27493.68164,193056.8281,17187.97461,BP_DropPod3_5,1
FGItemPickup_Spawnable_81,ModularFrame,9,27516.91211,193961.2813,17074.4375,BP_DropPod3_5,1
FGItemPickup_Spawnable_14,Wire,363,46826.15625,197217.5156,2759.574463,BP_DropPod2_0,1
FGItemPickup_Spawnable_16,IronPlateReinforced,21,46515.85547,196236.375,2784.818359,BP_DropPod2_0,1
FGItemPickup_Spawnable_15,IronPlateReinforced,30,47144.22266,196419.4844,2797.739746,BP_DropPod2_0,1
FGItemPickup_Spawnable_5,IronPlateReinforced,21,47597.4375,197123.7188,2820.638184,BP_DropPod2_0,1
FGItemPickup_Spawnable63,Wire,363,45067.87891,197075.3438,2258.223633,BP_DropPod2_0,1
FGItemPickup_Spawnable_98,IronPlateReinforced,27,86110.55469,-62930.26563,13106.98047,BP_DropPod1,1
FGItemPickup_Spawnable_97,Wire,222,87809.40625,-63027.49609,13603.64258,BP_DropPod1,1
FGItemPickup_Spawnable_95,ModularFrame,13,86561.625,-62357.96484,13148.9541,BP_DropPod1,1
FGItemPickup_Spawnable_93,Cable,84,88078.6875,-63722.69531,13496.29492,BP_DropPod1,1
FGItemPickup_Spawnable_94,AluminumPlateReinforced,7,86792.58594,-61700.69531,13133.62402,BP_DropPod1,1
FGItemPickup_Spawnable_96,CircuitBoard,9,86319.17969,-64495.80859,12820.24023,BP_DropPod1,1
FGItemPickup_Spawnable_164,ModularFrame,12,77650.75,-44877.21484,8223.391602,BP_DropPod_C_1,1
FGItemPickup_Spawnable_162,IronPlateReinforced,9,80432.92969,-44520.29297,8320.804688,BP_DropPod_C_1,1
FGItemPickup_Spawnable_161,IronScrew,204,78636.73438,-44323.12891,8274.713867,BP_DropPod_C_1,1
FGItemPickup_Spawnable_160,ModularFrame,7,78786.3125,-43994.53125,8258.495117,BP_DropPod_C_1,1
FGItemPickup_Spawnable_159,IronPlateReinforced,12,79628.07031,-44004.15625,8279.595703,BP_DropPod_C_1,1
FGItemPickup_Spawnable_167,Cable,15,110679.3594,-54818.84766,17136.23047,BP_DropPod_C_5,1
FGItemPickup_Spawnable_169,IronPlateReinforced,21,111642.0625,-55037.44141,17351.00195,BP_DropPod_C_5,1
FGItemPickup_Spawnable_165,Battery,21,110957.8125,-54489.47656,17065.11719,BP_DropPod_C_5,1
FGItemPickup_Spawnable_168,CircuitBoard,15,111403.9609,-55144.92969,17162.55664,BP_DropPod_C_5,1
FGItemPickup_Spawnable385,CircuitBoard,9,55081.36719,-51676.39063,13961.50684,BP_DropPod13,1
FGItemPickup_Spawnable_365,CircuitBoard,15,292717.4375,14.21875,850.1952515,BP_DropPod1_1,1
FGItemPickup_Spawnable425_1,CircuitBoardHighSpeed,9,199394.9375,132916.5938,406.7619324,BP_DropPod31,1
FGItemPickup_Spawnable429_5,Wire,167,200954.9688,132790.7969,6797.270996,BP_DropPod31,1
FGItemPickup_Spawnable428_4,Wire,448,198875,133130.6875,254.5600739,BP_DropPod31,1
FGItemPickup_Spawnable424_0,ModularFrameHeavy,6,200307.3125,133345.1875,6776.940918,BP_DropPod31,1
FGItemPickup_Spawnable427_3,ModularFrameHeavy,18,200044.7969,132766.6875,6591.65625,BP_DropPod31,1
FGItemPickup_Spawnable426_2,Computer,16,200173.125,134061.0313,6622.034668,BP_DropPod31,1
FGItemPickup_Spawnable437,IronScrew,189,-79461.78125,294128.75,-4941.324219,BP_DropPod33,1
FGItemPickup_Spawnable438,IronScrew,500,-80777.67188,292760.9375,-5013.444336,BP_DropPod33,1
FGItemPickup_Spawnable436,IronScrew,186,-78305.29688,292701,-4818.655273,BP_DropPod33,1
FGItemPickup_Spawnable435,Wire,423,-80321.85156,293190,-4996.995605,BP_DropPod33,1
FGItemPickup_Spawnable368,Wire,167,235801.6563,-315678.4063,9944.989258,BP_DropPod_C_12,1
FGItemPickup_Spawnable185,ModularFrameHeavy,6,234882.2031,-313032.1563,9920.204102,BP_DropPod_C_12,1
